CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM,optype
Monmouth,2770,Long Branch City,143836819,5782,24875,92,141232605,5799,24355,88,"N. K-12|K-12,3500+",NK-12K-123500plus,
Monmouth,2920,Manalapan-Englishtown Reg,92170249,5038,18294,26,96320228,5050,19075,29,"E. K-8|K-8,751+",EK-8K-8751plus,
Monmouth,2930,Manasquan Boro,28828626,1594,18088,15,29920147,1572,19030,16,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Monmouth,3030,Marlboro Twp,96321632,5066,19012,33,99345285,4953,20057,39,"E. K-8|K-8,751+",EK-8K-8751plus,
Monmouth,3040,Matawan-Aberdeen Regional,75659158,3798,19920,48,78476849,3754,20904,51,"N. K-12|K-12,3500+",NK-12K-123500plus,
Monmouth,3160,Middletown Twp,183440912,9765,18785,30,190532059,9753,19535,35,"N. K-12|K-12,3500+",NK-12K-123500plus,
Monmouth,3200,Millstone Twp,41613655,1838,22635,71,41416882,1785,23206,68,"K. K-12|K-8,751+",KK-12K-8751plus,
Monmouth,3250,Monmouth Beach Boro,6131659,255,24034,54,5457352,242,22582,40,"C. K-8|K-8,0-400",CK-8K-80-400,
Monmouth,3260,Monmouth Co Vocational,52275195,2931,17837,5,53919068,2367,22779,9,Q. County Voc,QCountyVoc,
Monmouth,3270,Monmouth Regional,30578820,1018,30045,44,29362473,1005,29230,42,"G. G9-12|7-12,9-12",GG9-127-129-12,
Monmouth,3500,Neptune City,9736240,554,17582,10,9981129,510,19582,16,"I. K-12|K-8,0-400",IK-12K-80-400,
Monmouth,3510,Neptune Twp,113906272,4395,25920,94,121445960,4299,28252,95,"N. K-12|K-12,3500+",NK-12K-123500plus,
Monmouth,3810,Ocean Twp,83668710,3681,22733,67,86005126,3606,23849,66,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Monmouth,3830,Oceanport Boro,11392752,606,18794,22,11879284,611,19448,18,"D. K-8|K-8,401-750",DK-8K-8401-750,
Monmouth,4360,Red Bank Boro,24270481,1425,17038,13,27851261,1434,19429,34,"E. K-8|K-8,751+",EK-8K-8751plus,
Monmouth,4365,Red Bank Regional,31466577,1205,26117,38,31415366,1218,25796,33,"G. G9-12|7-12,9-12",GG9-127-129-12,
Monmouth,4520,Roosevelt Boro,2630890,119,22079,40,2903078,122,23830,46,H. K-12|K-6,HK-12K-6,
Monmouth,4570,Rumson Boro,18113756,972,18633,31,19226666,996,19305,31,"E. K-8|K-8,751+",EK-8K-8751plus,
Monmouth,4580,Rumson-Fair Haven Reg,21417206,999,21442,17,22546464,1000,22557,15,"G. G9-12|7-12,9-12",GG9-127-129-12,
Monmouth,4690,Sea Girt Boro,4763214,199,23975,53,4575688,182,25209,53,"I. K-12|K-8,0-400",IK-12K-80-400,
Monmouth,4760,Shore Regional,18252517,631,28923,42,18732211,627,29864,43,"G. G9-12|7-12,9-12",GG9-127-129-12,
Monmouth,4770,Shrewsbury Boro,9128824,504,18118,15,9253622,471,19653,21,"D. K-8|K-8,401-750",DK-8K-8401-750,
Monmouth,4840,Lake Como,3057840,184,16664,4,2869702,177,16259,1,K-12|Non-Operating,,
Monmouth,4980,Spring Lake Boro,7514025,276,27279,67,7771595,262,29642,68,"I. K-12|K-8,0-400",IK-12K-80-400,
Monmouth,4990,Spring Lake Heights Boro,9299182,485,19166,20,9616709,475,20244,24,"I. K-12|K-8,0-400",IK-12K-80-400,
Monmouth,5185,Tinton Falls,30487444,1515,20121,47,31439571,1549,20295,42,"E. K-8|K-8,751+",EK-8K-8751plus,
Monmouth,5230,Union Beach,16099190,878,18346,18,16443893,829,19835,23,"J. K-12|K-8,401-750",JK-12K-8401-750,
Monmouth,5310,Upper Freehold Regional,45591869,2324,19621,40,46442366,2312,20090,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Monmouth,5420,Wall Twp,79165320,3639,21753,58,80506567,3541,22737,62,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Monmouth,5640,West Long Branch Boro,12139149,583,20818,38,13605294,561,24274,56,"D. K-8|K-8,401-750",DK-8K-8401-750,
Monmouth,6010,Academy Charter High School,3750120,186,20173,72,4045696,173,23426,85,O. Charter,OCharter,
Monmouth,6740,Hope Academy Cs,3443783,206,16685,39,3586395,207,17334,56,O. Charter,OCharter,
Monmouth,7720,The Red Bank Cs,3449211,180,19173,66,3699909,181,20453,75,O. Charter,OCharter,
Monmouth,7891,College Achieve Greater Asbu,N.R.,N.R.,N.R.,,N.R.,N.R.,N.R.,,O. Charter,OCharter,C
Morris,450,Boonton Town,31126648,1369,22742,39,31871314,1407,22648,35,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Morris,460,Boonton Twp,14385356,728,19771,31,14992736,721,20789,35,"J. K-12|K-8,401-750",JK-12K-8401-750,
Morris,630,Butler Boro,25240354,1182,21359,34,28281727,1216,23264,38,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Morris,785,Sch Dist Of The Chathams,74755429,4182,17877,19,76818591,4249,18078,15,"N. K-12|K-12,3500+",NK-12K-123500plus,
Morris,820,Chester Twp,25661297,1135,22605,69,25955846,1129,22984,66,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,1090,Denville Twp,31687120,1651,19190,38,34055469,1645,20704,47,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,1110,Dover Town,51661111,3278,15763,2,52780702,3286,16062,3,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Morris,1190,East Hanover Twp,21955108,971,22623,70,23140247,978,23661,71,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,1530,Florham Park Boro,20348702,972,20940,56,20941431,972,21542,55,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,1990,Hanover Park Regional,38458435,1565,24574,34,41558808,1534,27089,38,"G. G9-12|7-12,9-12",GG9-127-129-12,
Morris,2000,Hanover Twp,28850045,1464,19704,42,30789026,1452,21211,50,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,2010,Harding Township,11664942,433,26931,65,11757484,426,27604,65,"I. K-12|K-8,0-400",IK-12K-80-400,
Morris,2380,Jefferson Twp,66783773,3162,21119,55,67743078,3124,21688,54,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Morris,2460,Kinnelon Boro,43263939,1985,21797,60,44238377,2003,22087,57,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Morris,2650,Lincoln Park Boro,23146322,1217,19015,34,22978998,1245,18462,23,"K. K-12|K-8,751+",KK-12K-8751plus,
Morris,2870,Madison Boro,49924464,2587,19297,35,52984229,2630,20149,40,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Morris,3090,Mendham Boro,12552668,579,21678,45,12724750,533,23893,53,"D. K-8|K-8,401-750",DK-8K-8401-750,
Morris,3100,Mendham Twp,19469397,717,27154,67,19554722,696,28113,65,"D. K-8|K-8,401-750",DK-8K-8401-750,
Morris,3240,Mine Hill Twp,10438499,549,19027,25,10884485,535,20352,27,H. K-12|K-6,HK-12K-6,
Morris,3340,Montville Twp,85315433,3819,22339,74,86029542,3754,22918,78,"N. K-12|K-12,3500+",NK-12K-123500plus,
Morris,3365,Morris County Vocational,21442536,1049,20444,8,21945581,1083,20271,7,Q. County Voc,QCountyVoc,
Morris,3370,Morris Hills Regional,73497993,2786,26381,40,78399135,2818,27821,40,"G. G9-12|7-12,9-12",GG9-127-129-12,
Morris,3380,Morris Plains Boro,17610244,845,20853,39,18728147,846,22148,43,"J. K-12|K-8,401-750",JK-12K-8401-750,
Morris,3385,Morris School District,107881792,5334,20227,55,116293577,5305,21922,66,"N. K-12|K-12,3500+",NK-12K-123500plus,
Morris,3410,Mount Arlington Boro,11327346,505,22436,44,11722727,517,22673,41,"I. K-12|K-8,0-400",IK-12K-80-400,
Morris,3450,Mount Olive Twp,98419720,4592,21432,67,98980680,4608,21479,62,"N. K-12|K-12,3500+",NK-12K-123500plus,
Morris,3460,Mountain Lakes Boro,40654260,1548,26257,48,41329518,1607,25719,43,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Morris,3520,Netcong Boro,5407889,293,18466,15,5691334,297,19138,14,"C. K-8|K-8,0-400",CK-8K-80-400,
Morris,3950,Parsippany-Troy Hills Twp,159664221,7119,22428,76,160506823,7091,22636,73,"N. K-12|K-12,3500+",NK-12K-123500plus,
Morris,4000,Long Hill Twp,18426943,829,22239,67,19227636,840,22893,64,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,4080,Pequannock Twp,43397815,2199,19739,41,42051518,2152,19543,29,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Morris,4330,Randolph Twp,97517562,4851,20104,54,100360253,4734,21200,57,"N. K-12|K-12,3500+",NK-12K-123500plus,
Morris,4440,Riverdale Boro,8782260,470,18671,16,8976847,457,19663,17,"I. K-12|K-8,0-400",IK-12K-80-400,
Morris,4480,Rockaway Boro,9489177,587,16169,3,9934924,608,16353,3,"D. K-8|K-8,401-750",DK-8K-8401-750,
Morris,4490,Rockaway Twp,54156518,2419,22390,68,55609105,2411,23067,67,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,4560,Roxbury Twp,80383745,3709,21674,68,82404635,3622,22754,76,"N. K-12|K-12,3500+",NK-12K-123500plus,
Morris,5520,Washington Twp,47738709,2214,21559,64,49244057,2098,23468,69,"E. K-8|K-8,751+",EK-8K-8751plus,
Morris,5660,West Morris Regional,56725174,2646,21435,16,57148170,2624,21779,13,"G. G9-12|7-12,9-12",GG9-127-129-12,
Morris,5770,Wharton Boro,15496725,821,18869,24,16217946,793,20448,33,"D. K-8|K-8,401-750",DK-8K-8401-750,
Morris,8050,Unity Cs,3608569,220,16440,37,4033205,233,17325,55,O. Charter,OCharter,
Ocean,185,Barnegat Twp,63598586,3149,20199,48,64012423,3141,20380,42,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Ocean,210,Bay Head Boro,4064023,174,23337,50,4265928,162,26340,57,"I. K-12|K-8,0-400",IK-12K-80-400,
Ocean,230,Beach Haven Boro,2124525,63,33533,56,2205875,68,32305,55,A. K-6|K-6,AK-6K-6,
Ocean,320,Berkeley Twp,38345010,2137,17943,16,38884373,2124,18310,14,A. K-6|K-6,AK-6K-6,
Ocean,530,Brick Twp,161373525,8942,18047,22,168219449,8812,19090,26,"N. K-12|K-12,3500+",NK-12K-123500plus,
Ocean,770,Central Regional,41600540,1999,20810,10,42560110,2059,20671,8,"F. G7-12|7-12,9-12",FG7-127-129-12,
Ocean,1150,Eagleswood Twp,3120204,155,20089,29,3279392,145,22578,39,A. K-6|K-6,AK-6K-6,
Ocean,2350,Island Heights Boro,2366154,120,19703,28,2621896,127,20686,30,A. K-6|K-6,AK-6K-6,
Ocean,2360,Jackson Twp,159108257,8678,18335,25,163550500,8514,19210,30,"N. K-12|K-12,3500+",NK-12K-123500plus,
Ocean,2480,Lacey Twp,80459224,4178,19256,35,80316861,4045,19854,37,"N. K-12|K-12,3500+",NK-12K-123500plus,
Ocean,2500,Lakehurst Boro,10306044,505,20401,28,10565119,492,21486,33,"I. K-12|K-8,0-400",IK-12K-80-400,
Ocean,2520,Lakewood Twp,166876791,6262,26649,96,186812557,6137,30441,97,"N. K-12|K-12,3500+",NK-12K-123500plus,
Ocean,2550,Lavallette Boro,4467710,193,23126,49,4645021,190,24435,49,"I. K-12|K-8,0-400",IK-12K-80-400,
Ocean,2690,Little Egg Harbor Twp,32041164,1581,20262,30,32761012,1586,20656,29,A. K-6|K-6,AK-6K-6,
Ocean,2760,Long Beach Island,7765367,236,32913,55,7219583,225,32077,54,A. K-6|K-6,AK-6K-6,
Ocean,2940,Manchester Twp,62141797,2985,20815,52,64842185,2977,21782,55,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Ocean,3790,Ocean County Vocational,28093040,1616,17385,3,29377280,1605,18307,3,Q. County Voc,QCountyVoc,
Ocean,3800,Ocean Gate Boro,3170393,139,22761,44,3395039,149,22738,40,A. K-6|K-6,AK-6K-6,
Ocean,3820,Ocean Twp,19482071,945,20614,35,19837592,923,21494,35,H. K-12|K-6,HK-12K-6,
Ocean,4105,Pinelands Regional,37333684,1574,23726,26,37484339,1574,23812,22,"F. G7-12|7-12,9-12",FG7-127-129-12,
Ocean,4190,Plumsted Twp,31026802,1443,21510,36,32499181,1389,23393,39,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Ocean,4210,Point Pleasant Boro,47735119,2778,17186,11,50376260,2741,18382,17,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Ocean,4220,Point Pleasant Beach,18161283,827,21953,38,21132644,808,26163,44,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Ocean,4710,Seaside Heights Boro,4825557,216,22373,41,5123068,215,23798,45,A. K-6|K-6,AK-6K-6,
Ocean,4720,Seaside Park Boro,680089,43,15816,2,854325,51,16751,2,K-6|Non-Operating,,
Ocean,4950,Southern Regional,63438285,2870,22106,20,61254467,2860,21415,11,"F. G7-12|7-12,9-12",FG7-127-129-12,
Ocean,5020,Stafford Twp,44412997,2190,20276,31,44433878,2177,20410,28,A. K-6|K-6,AK-6K-6,
Ocean,5190,Toms River Regional,259802528,15921,16318,3,261949733,15724,16659,2,"N. K-12|K-12,3500+",NK-12K-123500plus,
Ocean,5220,Tuckerton Boro,5774738,313,18452,21,6100467,300,20332,26,A. K-6|K-6,AK-6K-6,
Ocean,7893,Ocean Academy Charter Schoo,N.R.,N.R.,N.R.,,N.R.,N.R.,N.R.,,O. Charter,OCharter,C
Passaic,420,Bloomingdale Boro,19119302,872,21938,47,21026394,880,23887,52,"J. K-12|K-8,401-750",JK-12K-8401-750,
Passaic,900,Clifton City,186735082,10960,17038,10,191277794,10961,17450,8,"N. K-12|K-12,3500+",NK-12K-123500plus,
Passaic,1920,Haledon Boro,17947357,1047,17150,16,18281827,1044,17505,12,"E. K-8|K-8,751+",EK-8K-8751plus,
Passaic,2100,Hawthorne Boro,43846627,2361,18574,24,45847083,2421,18939,23,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Passaic,2510,Lakeland Regional,30264051,1025,29535,43,26937050,994,27097,39,"G. G9-12|7-12,9-12",GG9-127-129-12,
Passaic,2700,Little Falls Twp,16872130,894,18866,32,17255019,897,19237,30,"E. K-8|K-8,751+",EK-8K-8751plus,
Passaic,3640,North Haledon Boro,13002650,691,18827,23,12963785,648,19996,25,"D. K-8|K-8,401-750",DK-8K-8401-750,
Passaic,3970,Passaic City,347103454,14874,23336,85,344176013,14868,23149,81,"N. K-12|K-12,3500+",NK-12K-123500plus,
Passaic,3980,Passaic Co Manchester Reg,20755691,889,23340,24,21399952,865,24750,26,"G. G9-12|7-12,9-12",GG9-127-129-12,
Passaic,3990,Passaic Valley Regional,29995347,1300,23077,23,30211220,1304,23161,21,"G. G9-12|7-12,9-12",GG9-127-129-12,
Passaic,3995,Passaic County Vocational,86244614,3331,25892,16,88562811,3439,25755,17,Q. County Voc,QCountyVoc,
Passaic,4010,Paterson City,618916932,28435,21766,70,612425388,28855,21224,59,"N. K-12|K-12,3500+",NK-12K-123500plus,
Passaic,4230,Pompton Lakes Boro,35120795,1692,20753,32,36133064,1711,21120,29,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Passaic,4270,Prospect Park Boro,15025936,920,16339,9,14611216,943,15499,4,"E. K-8|K-8,751+",EK-8K-8751plus,
Passaic,4400,Ringwood Boro,26492349,1211,21884,65,27519474,1223,22495,63,"E. K-8|K-8,751+",EK-8K-8751plus,
Passaic,5200,Totowa Boro,17632016,1080,16331,8,18609656,1045,17805,14,"E. K-8|K-8,751+",EK-8K-8751plus,
Passaic,5440,Wanaque Boro,19736426,957,20633,50,20348546,954,21328,51,"E. K-8|K-8,751+",EK-8K-8751plus,
Passaic,5570,Wayne Twp,172929406,8126,21282,64,176062214,8006,21991,68,"N. K-12|K-12,3500+",NK-12K-123500plus,
Passaic,5650,West Milford Twp,80309436,3554,22600,65,82013283,3457,23725,65,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Passaic,5690,Woodland Park,19588172,1083,18095,24,19855960,1109,17899,16,"E. K-8|K-8,751+",EK-8K-8751plus,
Passaic,6021,Community Charter School,15668183,892,17569,50,15021459,900,16691,41,O. Charter,OCharter,
Passaic,6079,John P Holland Charter School,3525362,194,18219,62,3784465,201,18828,67,O. Charter,OCharter,
Passaic,6080,Passaic Arts And Science Charter School,12373605,725,17069,43,12480521,837,14904,24,O. Charter,OCharter,
Passaic,6096,Paterson Arts & Sci. Cs,7683962,475,16167,35,7374379,540,13656,13,O. Charter,OCharter,
Passaic,6106,Philip's Academy Of Paterson,N.R.,N.R.,N.R.,,1525838,54,28467,87,O. Charter,OCharter,
Passaic,6230,Classical Academy Charter School,1304239,117,11157,2,1468985,118,12428,9,O. Charter,OCharter,
Passaic,7503,Paterson Cs For Sci/Tech,18369407,1062,17299,46,17889146,1068,16750,43,O. Charter,OCharter,
Passaic,7892,College Achieve Paterson Cha,N.R.,N.R.,N.R.,,N.R.,N.R.,N.R.,,O. Charter,OCharter,C
Salem,60,Alloway Twp,9082310,531,17120,6,9133575,526,17378,5,"I. K-12|K-8,0-400",IK-12K-80-400,
Salem,1350,Elsinboro Twp,3167618,144,22022,42,2408703,142,16980,3,"I. K-12|K-8,0-400",IK-12K-80-400,
Salem,2800,Lower Alloways Creek,4581498,189,24237,56,5141785,188,27406,62,"I. K-12|K-8,0-400",IK-12K-80-400,
Salem,2950,Mannington Twp,3435408,194,17691,11,3670449,172,21358,32,"I. K-12|K-8,0-400",IK-12K-80-400,
Salem,3860,Oldmans Twp,5467524,326,16752,4,5675273,302,18768,10,"I. K-12|K-8,0-400",IK-12K-80-400,
Salem,4070,Penns Grv-Carney's Pt Reg,42511402,2259,18816,26,44223196,2196,20134,39,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Salem,4075,Pennsville,34089370,1718,19840,27,35208622,1719,20481,24,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Salem,4150,Pittsgrove Twp,31670069,1731,18302,17,33680037,1718,19604,18,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Salem,4280,Quinton Twp,7427858,407,18275,13,7607450,394,19317,15,"I. K-12|K-8,0-400",IK-12K-80-400,
Salem,4630,Salem City,29153818,1184,24622,44,29768424,1282,23215,37,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Salem,4635,Salem Co Special Service,9063518,197,45967,1,9854072,187,52802,1,P. CSSD,PCSSD,
Salem,4640,Salem County Vocational,10489208,934,11230,1,10863689,904,12024,1,Q. County Voc,QCountyVoc,
Salem,5320,Upper Pittsgrove Twp,8677334,499,17406,9,8263320,476,17353,4,"I. K-12|K-8,0-400",IK-12K-80-400,
Salem,5910,Woodstown-Pilesgrove Reg,27137007,1613,16828,5,28369079,1570,18072,9,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Somerset,240,Bedminster Twp,18935399,788,24018,60,19005262,805,23614,50,"J. K-12|K-8,401-750",JK-12K-8401-750,
Somerset,350,Bernards Twp,107082784,5660,18921,33,107513489,5549,19376,33,"N. K-12|K-12,3500+",NK-12K-123500plus,
Somerset,490,Bound Brook Boro,32096114,1871,17156,10,32284423,1912,16885,6,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Somerset,510,Branchburg Twp,47603444,2244,21218,60,47333536,2186,21654,56,"K. K-12|K-8,751+",KK-12K-8751plus,
Somerset,555,Bridgewater-Raritan Reg,166488637,8641,19267,36,173164004,8658,20000,40,"N. K-12|K-12,3500+",NK-12K-123500plus,
Somerset,1610,Franklin Twp,162412150,7474,21731,69,169213489,7361,22987,80,"N. K-12|K-12,3500+",NK-12K-123500plus,
Somerset,1810,Green Brook Twp,26318646,1353,19454,40,26894440,1309,20543,44,"K. K-12|K-8,751+",KK-12K-8751plus,
Somerset,2170,Hillsborough Twp,135958432,7298,18629,28,139243850,7330,18996,23,"N. K-12|K-12,3500+",NK-12K-123500plus,
Somerset,3000,Manville Boro,24510660,1439,17029,6,23406847,1456,16075,2,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Somerset,3320,Montgomery Twp,95264283,4818,19772,45,98339188,4819,20407,43,"N. K-12|K-12,3500+",NK-12K-123500plus,
Somerset,3670,North Plainfield Boro,67778704,3361,20167,46,68829778,3387,20322,41,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Somerset,4810,Somerset Co Vocational,16105139,512,31485,20,17766304,488,36398,20,Q. County Voc,QCountyVoc,
Somerset,4815,Somerset Hills Regional,45136918,2028,22256,63,45397953,1992,22787,63,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Somerset,4820,Somerville Boro,46656537,2434,19166,33,49039864,2370,20693,47,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Somerset,4850,South Bound Brook,11071813,580,19075,27,10351370,569,18191,5,"J. K-12|K-8,401-750",JK-12K-8401-750,
Somerset,5470,Warren Twp,45940464,1807,25425,74,46193007,1786,25860,73,"E. K-8|K-8,751+",EK-8K-8751plus,
Somerset,5540,Watchung Boro,15151484,685,22128,49,15707190,709,22166,44,"D. K-8|K-8,401-750",DK-8K-8401-750,
Somerset,5550,Watchung Hills Regional,46574293,2168,21485,18,48355771,2097,23059,19,"G. G9-12|7-12,9-12",GG9-127-129-12,
Somerset,6018,Central Jersey College Prep Charter Scho,6619681,420,15780,28,6999764,474,14758,21,O. Charter,OCharter,
Somerset,6081,Thomas Edison Energysmart Charter School,3842614,336,11433,5,6416796,425,15098,25,O. Charter,OCharter,
Sussex,90,Andover Reg,17994182,755,23837,58,17367093,737,23576,49,"J. K-12|K-8,401-750",JK-12K-8401-750,
Sussex,640,Byram Twp,17638609,888,19864,46,18105362,874,20718,48,"E. K-8|K-8,751+",EK-8K-8751plus,
Sussex,1560,Frankford Twp,11858587,527,22525,50,11922992,561,21238,37,"D. K-8|K-8,401-750",DK-8K-8401-750,
Sussex,1570,Franklin Boro,9546064,471,20272,34,9974997,494,20192,30,"D. K-8|K-8,401-750",DK-8K-8401-750,
Sussex,1630,Fredon Twp,5087397,237,21494,38,5289162,242,21844,37,A. K-6|K-6,AK-6K-6,
Sussex,1800,Green Twp,13328611,683,19510,29,13574935,664,20442,32,"J. K-12|K-8,401-750",JK-12K-8401-750,
Sussex,1930,Hamburg Boro,6143987,249,24692,58,6835345,253,27043,60,"C. K-8|K-8,0-400",CK-8K-80-400,
Sussex,1980,Hampton Twp,7324533,301,24321,52,7320829,298,24535,48,A. K-6|K-6,AK-6K-6,
Sussex,2030,Hardyston Twp,13907894,737,18883,25,13998424,723,19375,17,"D. K-8|K-8,401-750",DK-8K-8401-750,
Sussex,2165,High Point Regional,26735176,1000,26738,41,28413194,923,30800,44,"G. G9-12|7-12,9-12",GG9-127-129-12,
Sussex,2240,Hopatcong,40941472,1622,25238,46,41928977,1600,26200,45,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Sussex,2465,Kittatinny Regional,24073609,1058,22753,22,25383216,1012,25085,30,"F. G7-12|7-12,9-12",FG7-127-129-12,
Sussex,2490,Lafayette Twp,5936381,246,24161,55,5828730,235,24807,50,"C. K-8|K-8,0-400",CK-8K-80-400,
Sussex,2615,Lenape Valley Regional,17145493,823,20834,11,17239458,795,21683,12,"G. G9-12|7-12,9-12",GG9-127-129-12,
Sussex,3300,Montague Twp,9583893,338,28392,68,8937816,353,25306,54,"I. K-12|K-8,0-400",IK-12K-80-400,
Sussex,3590,Newton Town,30926459,1567,19734,25,31730390,1543,20561,25,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Sussex,3840,Ogdensburg Boro,5276432,267,19793,26,5406413,261,20733,27,"C. K-8|K-8,0-400",CK-8K-80-400,
Sussex,4650,Sandyston-Walpack Twp,3415419,149,22863,46,3549388,152,23372,42,A. K-6|K-6,AK-6K-6,
Sussex,4960,Sparta Twp,72762169,3308,21996,62,73318545,3283,22335,61,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Sussex,5030,Stanhope Boro,6702695,323,20778,31,7072446,314,22556,39,"C. K-8|K-8,0-400",CK-8K-80-400,
Sussex,5040,Stillwater Twp,6785356,318,21311,37,6878684,289,23792,44,A. K-6|K-6,AK-6K-6,
Sussex,5100,Sussex-Wantage Regional,26407808,1083,24382,73,26330419,1068,24661,72,"E. K-8|K-8,751+",EK-8K-8751plus,
Sussex,5110,Sussex County Vocational,16352454,768,21288,9,16584598,783,21192,8,Q. County Voc,QCountyVoc,
Sussex,5360,Vernon Twp,76752883,3227,23786,68,76729970,3181,24125,67,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Sussex,5435,Wallkill Valley Regional,16988503,695,24433,31,17494556,661,26457,36,"G. G9-12|7-12,9-12",GG9-127-129-12,
Sussex,7850,Sussex County Technology Charter School,3976522,225,17713,53,4204953,216,19485,72,O. Charter,OCharter,
Union,310,Berkeley Heights Twp,55843398,2689,20765,51,57767518,2717,21264,53,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Union,850,Clark Twp,41830399,2329,17963,18,40708390,2291,17771,10,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Union,980,Cranford Twp,68576960,3895,17607,16,71723434,3920,18296,17,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,1320,Elizabeth City,585805321,27391,21387,65,622851316,28077,22183,69,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,1710,Garwood Boro,9414721,494,19062,18,9517276,501,19014,13,"I. K-12|K-8,0-400",IK-12K-80-400,
Union,2190,Hillside Twp,60317752,3089,19529,39,62347904,3122,19973,36,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Union,2420,Kenilworth Boro,28361727,1435,19770,26,28842492,1461,19742,20,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Union,2660,Linden City,128733216,6110,21070,61,135115682,6175,21882,65,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,3470,Mountainside Boro,19244100,1048,18368,20,19950836,1042,19148,15,"J. K-12|K-8,401-750",JK-12K-8401-750,
Union,3560,New Providence Boro,41136970,2420,16998,7,43466033,2423,17940,13,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Union,4160,Plainfield City,192455955,9480,20301,57,191666477,9568,20032,41,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,4290,Rahway City,76571806,3837,19954,50,78118267,3906,19999,39,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,4540,Roselle Boro,57384959,2740,20944,54,59022883,2838,20800,48,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Union,4550,Roselle Park Boro,37758737,2034,18563,23,38372481,2048,18735,20,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Union,4670,Scotch Plains-Fanwood Reg,103148796,5516,18700,29,104389299,5530,18876,22,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,5000,Springfield Twp,43848084,2302,19046,32,46444952,2260,20549,43,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Union,5090,Summit City,81912607,4141,19782,46,84530788,4118,20529,46,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,5260,Union County Vocational,30086363,1754,17151,2,31101296,1912,16270,2,Q. County Voc,QCountyVoc,
Union,5290,Union Twp,142407747,7391,19269,37,151780657,7366,20607,48,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,5730,Westfield Town,111225392,6360,17488,15,113183527,6379,17743,11,"N. K-12|K-12,3500+",NK-12K-123500plus,
Union,5810,Winfield Twp,3638529,189,19293,22,3538527,180,19694,18,"I. K-12|K-8,0-400",IK-12K-80-400,
Union,6033,The Barack Obama Green Charter High Scho,4391841,231,18996,65,4011232,233,17193,52,O. Charter,OCharter,
